Month,Sale
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,0
2018-11,2
2018-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,1
2019-10,0
2019-11,0
2019-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,1
2020-12,0
2021-1,0
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,10
2021-11,0
2021-12,0
2022-1,2
2022-2,0
2022-3,0
2022-4,0
2022-5,0
2022-6,0
2022-7,10
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,5
2016-11,0
2016-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,1
2017-12,2
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,0
2018-11,2
2018-12,0
2020-1,0
2020-2,0
2020-3,0
2020-4,1
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,5
2020-12,0
2021-1,0
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,2
2021-10,2
2021-11,2
2021-12,0
2022-1,2
2022-2,0
2022-3,0
2022-4,0
2022-5,0
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,0
2015-10,0
2015-11,0
2015-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,3
2016-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,1
2017-12,1
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,1
2018-11,4
2018-12,2
2019-1,0
2019-2,1
2019-3,0
2019-4,1
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,2
2019-11,9
2019-12,2
2020-1,0
2020-2,0
2020-3,0
2020-4,1
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,3
2020-10,0
2020-11,9
2020-12,4
2021-1,2
2021-2,0
2021-3,0
2021-4,2
2021-5,1
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,8
2021-12,7
2022-1,0
2022-2,2
2022-3,0
2022-4,1
2022-5,1
2022-6,2
2022-7,0
2022-8,1
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,0
2015-10,0
2015-11,0
2015-12,1
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,2
2016-12,2
2017-1,1
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,2
2017-12,1
2018-1,1
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,1
2018-9,0
2018-10,2
2018-11,9
2018-12,2
2019-1,3
2019-2,3
2019-3,1
2019-4,1
2019-5,1
2019-6,0
2019-7,0
2019-8,1
2019-9,2
2019-10,2
2019-11,20
2019-12,6
2020-1,3
2020-2,4
2020-3,3
2020-4,4
2020-5,4
2020-6,0
2020-7,0
2020-8,0
2020-9,10
2020-10,6
2020-11,26
2020-12,23
2021-1,4
2021-2,1
2021-3,2
2021-4,8
2021-5,4
2021-6,0
2021-7,0
2021-8,2
2021-9,6
2021-10,11
2021-11,41
2021-12,37
2022-1,12
2022-2,4
2022-3,3
2022-4,6
2022-5,1
2022-6,0
2022-7,0
2022-8,3
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,1
2016-9,0
2016-10,0
2016-11,2
2016-12,0
2018-1,0
2018-2,0
2018-3,1
2018-4,1
2018-5,0
2018-6,1
2018-7,0
2018-8,0
2018-9,0
2018-10,2
2018-11,4
2018-12,1
2019-1,2
2019-2,0
2019-3,0
2019-4,1
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,1
2019-10,1
2019-11,8
2019-12,1
2020-1,0
2020-2,0
2020-3,0
2020-4,1
2020-5,0
2020-6,0
2020-7,0
2020-8,0
2020-9,2
2020-10,2
2020-11,9
2020-12,10
2021-1,1
2021-2,1
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,9
2021-12,9
2022-1,0
2022-2,1
2022-3,0
2022-4,0
2022-5,1
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,1
2015-6,0
2015-7,0
2015-8,0
2015-9,0
2015-10,2
2015-11,1
2015-12,3
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,2
2016-12,3
2017-1,1
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,1
2017-11,5
2017-12,1
2018-1,0
2018-2,0
2018-3,1
2018-4,0
2018-5,0
2018-6,1
2018-7,0
2018-8,2
2018-9,0
2018-10,3
2018-11,8
2018-12,3
2019-1,5
2019-2,1
2019-3,1
2019-4,0
2019-5,1
2019-6,0
2019-7,0
2019-8,0
2019-9,3
2019-10,4
2019-11,29
2019-12,9
2020-1,3
2020-2,5
2020-3,3
2020-4,3
2020-5,3
2020-6,1
2020-7,0
2020-8,0
2020-9,4
2020-10,6
2020-11,21
2020-12,26
2021-1,8
2021-2,1
2021-3,4
2021-4,4
2021-5,2
2021-6,1
2021-7,0
2021-8,4
2021-9,2
2021-10,9
2021-11,31
2021-12,42
2022-1,10
2022-2,4
2022-3,3
2022-4,4
2022-5,1
2022-6,0
2022-7,0
2022-8,1
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,1
2019-11,0
2019-12,0
2021-1,0
2021-2,0
2021-3,1
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,0
2021-10,0
2021-11,0
2021-12,0
2022-1,0
2022-2,0
2022-3,0
2022-4,0
2022-5,2
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,0
2015-10,0
2015-11,0
2015-12,0
2016-1,1
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,5
2016-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,4
2017-11,4
2017-12,0
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,2
2018-6,1
2018-7,0
2018-8,0
2018-9,0
2018-10,0
2018-11,0
2018-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,4
2019-6,4
2019-7,0
2019-8,4
2019-9,0
2019-10,0
2019-11,2
2019-12,1
2020-1,0
2020-2,2
2020-3,0
2020-4,0
2020-5,0
2020-6,2
2020-7,0
2020-8,0
2020-9,0
2020-10,0
2020-11,0
2020-12,1
2021-1,2
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,2
2021-10,0
2021-11,0
2021-12,4
2022-1,4
2022-2,0
2022-3,5
2022-4,3
2022-5,0
2022-6,0
2022-7,0
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,10
2015-5,2
2015-6,0
2015-7,0
2015-8,0
2015-9,9
2015-10,0
2015-11,20
2015-12,0
2016-1,0
2016-2,0
2016-3,13
2016-4,0
2016-5,5
2016-6,0
2016-7,0
2016-8,13
2016-9,0
2016-10,0
2016-11,5
2016-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,10
2017-6,0
2017-7,4
2017-8,0
2017-9,0
2017-10,10
2017-11,22
2017-12,11
2018-1,3
2018-2,0
2018-3,5
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,10
2018-9,0
2018-10,40
2018-11,67
2018-12,4
2019-1,0
2019-2,0
2019-3,0
2019-4,10
2019-5,0
2019-6,9
2019-7,11
2019-8,17
2019-9,0
2019-10,30
2019-11,78
2019-12,26
2020-1,32
2020-2,0
2020-3,24
2020-4,10
2020-5,6
2020-6,0
2020-7,0
2020-8,2
2020-9,0
2020-10,32
2020-11,86
2020-12,66
2021-1,4
2021-2,9
2021-3,5
2021-4,1
2021-5,0
2021-6,0
2021-7,0
2021-8,3
2021-9,7
2021-10,24
2021-11,233
2021-12,80
2022-1,37
2022-2,20
2022-3,20
2022-4,18
2022-5,8
2022-6,7
2022-7,60
2022-8,20
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,22
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,0
2015-10,0
2015-11,0
2015-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,16
2016-11,0
2016-12,4
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,8
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,14
2017-12,4
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,16
2018-11,46
2018-12,0
2019-1,0
2019-2,0
2019-3,8
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,20
2019-11,20
2019-12,0
2020-1,8
2020-2,0
2020-3,0
2020-4,8
2020-5,0
2020-6,0
2020-7,4
2020-8,0
2020-9,0
2020-10,0
2020-11,44
2020-12,12
2021-1,4
2021-2,0
2021-3,0
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,0
2021-9,10
2021-10,14
2021-11,10
2021-12,0
2022-1,8
2022-2,0
2022-3,0
2022-4,10
2022-5,0
2022-6,9
2022-7,48
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,12
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,0
2015-10,0
2015-11,2
2015-12,2
2016-1,0
2016-2,0
2016-3,4
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,4
2016-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,10
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,4
2017-12,0
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,10
2018-11,20
2018-12,5
2019-1,11
2019-2,4
2019-3,0
2019-4,0
2019-5,0
2019-6,0
2019-7,20
2019-8,0
2019-9,8
2019-10,24
2019-11,18
2019-12,8
2020-1,5
2020-2,0
2020-3,12
2020-4,10
2020-5,2
2020-6,10
2020-7,0
2020-8,10
2020-9,0
2020-10,8
2020-11,30
2020-12,25
2021-1,20
2021-2,2
2021-3,2
2021-4,24
2021-5,0
2021-6,0
2021-7,4
2021-8,10
2021-9,0
2021-10,2
2021-11,32
2021-12,31
2022-1,10
2022-2,0
2022-3,0
2022-4,8
2022-5,0
2022-6,0
2022-7,234
2022-8,8
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2012-1,0
2012-2,0
2012-3,0
2012-4,0
2012-5,0
2012-6,0
2012-7,0
2012-8,0
2012-9,0
2012-10,0
2012-11,0
2012-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,0
2015-7,0
2015-8,0
2015-9,3
2015-10,0
2015-11,0
2015-12,0
2016-1,0
2016-2,0
2016-3,0
2016-4,0
2016-5,0
2016-6,0
2016-7,0
2016-8,0
2016-9,0
2016-10,0
2016-11,0
2016-12,0
2017-1,0
2017-2,0
2017-3,0
2017-4,0
2017-5,0
2017-6,0
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,5
2017-12,1
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,0
2018-6,0
2018-7,0
2018-8,0
2018-9,1
2018-10,0
2018-11,0
2018-12,0
2019-1,0
2019-2,0
2019-3,1
2019-4,0
2019-5,0
2019-6,0
2019-7,0
2019-8,0
2019-9,0
2019-10,0
2019-11,0
2019-12,2
2020-1,0
2020-2,0
2020-3,3
2020-4,0
2020-5,0
2020-6,0
2020-7,0
2020-8,2
2020-9,1
2020-10,11
2020-11,6
2020-12,6
2021-1,1
2021-2,0
2021-3,1
2021-4,0
2021-5,0
2021-6,0
2021-7,0
2021-8,2
2021-9,2
2021-10,0
2021-11,21
2021-12,11
2022-1,4
2022-2,0
2022-3,1
2022-4,3
2022-5,0
2022-6,0
2022-7,2
2022-8,0
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2013-1,0
2013-2,0
2013-3,0
2013-4,0
2013-5,0
2013-6,0
2013-7,0
2013-8,0
2013-9,0
2013-10,0
2013-11,0
2013-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
2014-7,0
2014-8,0
2014-9,0
2014-10,0
2014-11,0
2014-12,0
2015-1,0
2015-2,0
2015-3,0
2015-4,0
2015-5,0
2015-6,10
2015-7,1
2015-8,0
2015-9,0
2015-10,2
2015-11,0
2015-12,0
2017-1,1
2017-2,1
2017-3,7
2017-4,0
2017-5,0
2017-6,2
2017-7,0
2017-8,0
2017-9,0
2017-10,0
2017-11,0
2017-12,1
2018-1,0
2018-2,0
2018-3,0
2018-4,0
2018-5,1
2018-6,0
2018-7,0
2018-8,0
2018-9,0
2018-10,0
2018-11,0
2018-12,0
2019-1,0
2019-2,0
2019-3,0
2019-4,0
2019-5,1
2019-6,0
2019-7,0
2019-8,0
2019-9,1
2019-10,1
2019-11,0
2019-12,0
2020-1,1
2020-2,1
2020-3,0
2020-4,0
2020-5,0
2020-6,2
2020-7,2
2020-8,0
2020-9,0
2020-10,0
2020-11,1
2020-12,0
2021-1,0
2021-2,0
2021-3,2
2021-4,1
2021-5,0
2021-6,1
2021-7,2
2021-8,0
2021-9,1
2021-10,0
2021-11,0
2021-12,0
2022-1,0
2022-2,2
2022-3,0
2022-4,0
2022-5,3
2022-6,0
2022-7,0
2022-8,1
2022-9,0
2022-10,0
2022-11,0
2022-12,0
2014-1,0
2014-2,0
2014-3,0
2014-4,0
2014-5,0
2014-6,0
